"","PERMVIT","MONTH","ROUTE","SP_JUR","HARM_EV","RELJCT2","TYP_INT","WRK_ZONE","REL_ROAD","LGT_COND","WEATHER","FATALS","STATE","A_RU","A_INTER","A_TOD","A_DOW","A_CT","A_MC","A_SPCRA","A_PED","A_ROLL","A_POLPUR","A_POSBAC","A_D15_20","A_D65PLS","A_D21_24","A_HR","A_DIST","A_DROWSY","drunkDr"
"24830",4,4,3,0,12,1,1,0,1,1,10,1,51,2,2,1,1,3,2,1,2,2,2,1,2,1,2,2,2,2,1
"24831",1,4,1,0,25,1,1,0,4,4,10,1,51,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"24832",1,4,6,0,8,1,1,0,1,3,10,1,51,2,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"24833",3,4,6,0,12,1,1,0,1,1,10,1,51,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1
"24834",2,4,1,0,24,1,1,0,3,2,2,1,51,2,1,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24835",1,4,1,0,59,1,1,0,4,1,2,1,51,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"24836",1,4,4,0,1,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"24837",3,4,1,0,12,20,1,0,1,3,2,2,51,2,1,2,1,3,2,2,2,2,2,1,2,1,2,2,2,2,1
"24838",2,4,1,0,12,5,1,0,1,1,10,1,51,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1
"24839",5,4,4,0,42,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,3,2,2,1,2,2,2,1
"24840",2,4,6,0,12,1,1,0,1,1,10,1,51,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"24841",2,4,4,0,12,8,1,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24842",2,4,3,0,12,2,2,0,1,1,10,1,51,1,2,1,2,2,1,2,2,2,2,3,2,1,2,2,2,2,0
"24843",1,4,4,0,35,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"24844",5,4,4,0,35,1,1,0,4,1,10,1,51,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,0
"24845",1,4,3,0,35,1,1,0,4,1,2,1,51,1,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"24846",1,4,2,0,42,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"24847",7,4,4,0,12,1,1,0,1,1,2,1,51,1,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,0
"24848",2,4,2,0,12,1,1,0,1,1,2,1,51,1,2,1,1,2,2,2,2,2,2,3,1,2,2,2,1,2,0
"24849",2,4,1,0,1,1,1,0,1,1,10,1,51,2,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,0
"24850",1,4,6,0,42,1,1,0,3,3,10,1,51,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"24851",2,4,4,0,34,1,1,0,4,1,2,1,51,1,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"24852",2,4,2,0,42,1,1,0,4,1,10,1,51,1,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"24853",1,4,4,0,35,1,1,0,4,2,10,1,51,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1
"24854",1,4,4,0,1,1,1,0,1,1,10,1,51,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0
"24855",1,4,1,0,42,1,1,0,3,5,10,1,51,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"24856",6,4,2,0,12,2,3,0,1,1,2,2,51,1,2,1,2,2,2,2,2,2,2,3,1,2,1,2,1,1,0
"24857",2,4,2,0,12,2,3,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24858",1,4,2,0,35,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"24859",2,4,4,0,42,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,3,2,2,1,2,2,2,1
"24860",7,3,1,0,12,1,1,0,1,1,2,1,51,1,1,1,1,3,2,2,2,2,2,3,2,2,2,1,1,1,0
"24861",2,4,2,0,12,1,1,0,1,1,10,2,51,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0
"24862",2,4,4,0,12,2,2,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,2,1,2,1,2,0
"24863",1,2,4,0,8,2,3,0,1,3,10,1,51,2,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"24864",1,4,2,0,59,3,2,0,4,3,10,1,51,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,0
"24865",2,5,3,0,12,2,2,0,1,3,10,1,51,2,2,2,2,2,1,2,2,2,1,3,2,2,2,1,2,2,0
"24866",1,5,2,0,35,1,1,0,4,1,10,1,51,1,2,1,2,1,2,2,2,1,2,3,2,2,2,2,1,2,0
"24867",3,5,4,0,12,1,1,0,1,1,10,1,51,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24868",1,5,3,0,35,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"24869",2,5,2,0,12,2,2,0,1,1,10,1,51,2,2,1,1,2,1,1,2,2,2,3,1,2,2,2,2,2,0
"24870",1,5,4,0,53,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1
"24871",3,5,2,0,12,2,3,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24872",1,5,2,0,24,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"24873",1,5,2,0,8,3,2,0,1,1,10,1,51,2,2,1,1,1,2,2,1,2,2,3,1,2,2,2,2,2,0
"24874",2,5,3,0,12,2,3,0,1,1,10,1,51,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
"24875",2,3,2,0,34,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"24876",2,5,2,0,12,2,3,0,1,1,10,1,51,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1
"24877",1,5,2,0,42,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"24878",1,5,2,0,1,1,1,0,4,4,10,1,51,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,0
"24879",5,5,2,0,12,2,2,0,1,1,10,1,51,1,2,1,1,3,2,2,2,2,2,3,1,2,1,2,1,2,0
"24880",1,5,2,0,9,2,2,0,1,1,10,1,51,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"24881",1,5,2,0,8,3,2,0,1,3,10,1,51,2,2,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"24882",1,4,2,0,1,1,1,0,1,3,10,1,51,2,2,2,1,1,2,1,2,1,2,3,2,2,2,2,2,2,0
"24883",2,4,2,0,12,1,1,0,1,1,10,1,51,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24884",1,5,4,0,42,1,1,0,4,1,10,1,51,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1
"24885",1,5,2,0,42,1,1,0,4,2,10,1,51,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,0
"24886",2,3,2,0,42,3,10,0,4,2,10,1,51,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1
"24887",5,5,3,0,12,18,1,0,1,1,10,2,51,2,2,1,2,3,1,2,2,2,2,3,2,2,2,2,2,2,0
"24888",1,4,6,0,33,1,1,0,4,3,10,1,51,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1
"24889",1,5,2,0,9,3,2,0,1,3,10,1,51,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"24890",1,5,3,0,8,1,1,0,1,2,10,1,51,1,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"24891",1,5,2,0,35,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"24892",1,3,4,0,38,1,1,0,5,1,10,1,51,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"24893",1,5,2,0,35,1,1,0,4,1,10,1,51,1,2,1,2,1,2,1,2,1,2,3,1,2,2,2,2,2,0
"24894",1,5,2,0,8,3,2,0,1,2,10,1,51,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"24895",3,5,2,0,12,2,3,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"24896",3,5,2,0,12,2,2,0,1,1,10,2,51,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"24897",1,5,2,0,1,1,1,0,4,1,10,1,51,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,1
"24898",5,5,2,0,12,3,2,0,1,1,10,1,51,2,2,1,1,3,2,2,2,1,2,1,2,1,2,2,1,2,1
"24899",1,5,2,0,42,1,1,0,4,1,2,1,51,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"24900",6,5,2,0,42,1,1,0,4,1,10,1,51,1,2,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2,0
"24901",4,3,4,0,12,1,1,0,1,1,10,1,51,2,2,1,2,3,2,1,2,2,2,3,1,1,2,2,2,2,0
"24902",3,5,2,0,12,2,2,0,1,1,10,1,51,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,1,2,0
"24903",1,5,2,0,52,1,1,0,4,1,10,1,51,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"24904",1,5,2,0,38,1,1,0,5,2,10,1,51,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"24905",2,5,4,0,12,1,1,0,1,2,10,1,51,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,0
"24906",1,5,4,0,34,1,1,0,4,1,10,1,51,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"24907",2,5,2,0,12,1,1,0,1,1,10,1,51,1,2,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,0
"24908",1,5,2,0,33,1,1,0,3,1,10,1,51,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"24909",1,5,2,0,34,1,1,0,4,2,10,1,51,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"24910",1,5,4,0,42,1,1,0,4,1,10,1,51,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"24911",2,5,2,0,12,8,1,0,1,1,10,1,51,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,0
"24912",1,5,4,0,38,1,1,0,4,1,2,1,51,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,0
"24913",3,3,3,0,12,1,1,0,1,1,10,2,51,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24914",1,4,2,0,1,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"24915",3,5,2,0,12,1,1,0,1,1,10,1,51,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"24916",2,5,1,0,5,1,1,0,1,1,10,1,51,2,1,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,0
"24917",1,5,4,0,18,8,1,0,4,2,10,1,51,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"24918",2,5,2,0,12,1,1,0,1,1,10,1,51,1,2,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,1
"24919",5,5,1,0,12,1,1,0,1,1,10,3,51,2,1,1,1,3,2,2,2,2,1,1,2,1,2,2,2,2,1
"24920",2,5,2,0,12,2,2,0,1,1,10,1,51,2,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,0
"24921",1,5,2,0,34,1,1,0,4,2,10,1,51,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"24922",1,5,1,0,42,1,1,0,4,2,10,1,51,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"24923",1,5,2,0,35,1,1,0,4,1,10,1,51,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1
"24924",1,6,2,0,24,1,1,0,4,2,10,1,51,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1
"24925",1,5,3,0,8,2,7,0,1,2,10,1,51,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"24926",1,6,2,0,34,1,1,0,4,1,2,1,51,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"24927",2,5,1,0,34,1,1,0,4,1,10,1,51,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,0
"24928",2,5,2,0,12,2,2,0,1,1,10,1,51,1,2,1,2,2,1,1,2,2,2,3,2,1,2,2,2,2,0
"24929",1,4,3,0,8,1,1,0,1,3,10,1,51,1,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"24930",3,5,2,0,12,2,3,0,1,1,10,1,51,2,2,1,2,2,1,2,2,2,2,3,1,1,2,2,2,2,0
"24931",1,6,2,0,34,1,1,0,4,1,10,1,51,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0
"24932",1,6,1,0,42,1,1,0,4,2,2,1,51,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1
"24933",2,6,2,0,42,1,1,0,4,3,10,2,51,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1
"24934",2,6,4,0,34,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,1
"24935",2,6,4,0,42,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,2,0
"24936",1,3,2,0,8,1,1,0,1,2,10,1,51,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"24937",1,5,2,0,42,1,1,0,4,2,10,1,51,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1
"24938",1,6,1,0,42,5,1,0,4,1,10,1,51,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0
"24939",1,6,1,0,38,1,1,0,5,2,10,1,51,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1
"24940",1,6,4,0,42,1,1,0,4,4,10,1,51,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,0
"24941",1,6,1,0,8,1,1,4,1,1,10,1,51,1,1,1,1,1,2,1,1,2,2,3,2,2,2,2,2,2,0
"24942",1,5,2,0,1,1,1,0,4,2,10,1,51,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1
"24943",1,6,2,0,33,1,1,0,4,2,10,1,51,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"24944",2,5,3,0,12,3,2,0,1,1,10,2,51,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"24945",7,6,1,0,12,17,1,0,1,1,10,1,51,1,1,1,1,3,2,2,2,2,2,3,1,2,2,2,1,2,0
"24946",3,6,2,0,34,1,1,0,4,2,10,1,51,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,0
"24947",1,6,2,0,42,1,1,0,4,1,10,1,51,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1
"24948",1,4,4,0,14,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1
"24949",1,6,2,0,9,1,1,0,1,2,10,1,51,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"24950",3,6,2,0,12,2,2,0,1,1,10,1,51,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"24951",1,6,2,0,42,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1
"24952",2,6,4,0,12,1,1,0,1,1,10,1,51,1,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,2,0
"24953",2,5,3,0,12,1,1,0,1,2,10,1,51,2,2,2,1,2,2,2,2,2,2,3,1,2,2,2,1,2,0
"24954",3,5,3,0,12,2,2,0,1,1,2,1,51,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24955",5,5,2,0,42,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,3,2,2,1,2,2,2,1
"24956",3,6,1,0,12,1,1,0,1,2,10,1,51,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1
"24957",2,6,2,0,12,1,1,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"24958",4,6,2,0,12,8,1,0,1,1,10,1,51,2,2,1,1,3,2,2,2,2,2,3,2,1,2,2,1,2,0
"24959",3,5,3,0,32,3,3,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"24960",1,6,2,0,8,1,1,0,1,1,2,1,51,1,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"24961",4,6,1,0,34,1,1,0,3,1,10,1,51,1,1,1,1,1,2,2,2,1,2,3,2,1,2,2,2,2,0
"24962",1,5,2,0,8,3,2,0,1,2,10,1,51,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"24963",3,6,2,0,42,1,1,0,3,1,10,1,51,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"24964",4,6,4,0,12,2,2,0,1,1,10,1,51,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"24965",2,6,4,0,35,1,1,0,4,1,2,1,51,1,2,2,2,1,2,2,2,1,2,3,1,2,2,2,2,2,0
"24966",1,6,2,0,42,1,1,0,4,1,10,1,51,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
"24967",2,5,2,0,33,1,1,0,4,2,10,1,51,2,2,2,2,1,2,2,2,1,2,3,2,2,2,2,1,2,1
"24968",1,4,3,0,8,1,1,0,1,3,10,1,51,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"24969",2,6,1,0,24,1,1,0,3,2,2,1,51,2,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,0
"24970",3,5,3,0,12,1,1,0,1,2,10,1,51,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1
"24971",6,6,6,0,12,2,2,0,1,1,10,1,51,2,2,2,1,3,2,2,2,1,2,3,2,1,2,1,2,2,0
"24972",3,4,3,0,12,1,1,0,1,3,10,1,51,2,2,2,1,2,1,1,2,2,2,3,1,2,2,2,2,2,1
"24973",2,6,2,0,12,1,1,0,1,1,2,1,51,1,2,1,1,2,2,2,2,1,2,3,1,2,2,2,2,2,0
"24974",2,6,7,0,8,3,3,0,1,2,10,1,51,2,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2,2,0
"24975",1,6,2,0,8,1,1,0,1,3,10,1,51,2,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"24976",4,6,2,0,42,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,1
"24977",1,6,2,0,42,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"24978",1,6,1,0,42,1,1,0,4,1,10,1,51,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,0
"24979",4,7,2,0,42,1,1,0,4,2,10,1,51,1,2,2,1,1,2,1,2,1,2,3,2,2,1,2,2,2,0
"24980",3,6,2,0,12,1,1,0,1,1,10,2,51,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,0
"24981",1,7,2,0,38,1,1,0,5,2,10,1,51,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"24982",3,7,4,0,12,2,2,0,1,2,10,1,51,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1
"24983",2,6,1,0,12,1,1,0,1,1,10,1,51,2,1,1,1,2,1,2,2,2,2,3,2,1,2,2,2,2,0
"24984",5,7,4,0,12,1,1,0,1,5,2,1,51,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"24985",2,7,1,0,11,1,1,0,1,2,10,1,51,1,1,2,1,1,2,2,2,1,2,3,2,2,1,2,2,2,0
"24986",1,6,4,0,53,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,2,1
"24987",2,5,1,0,12,1,1,0,1,2,10,1,51,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
"24988",2,6,2,0,24,3,4,0,4,2,10,2,51,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"24989",2,7,1,0,12,1,1,0,1,1,2,1,51,1,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,0
"24990",1,7,4,0,42,1,1,0,4,2,10,1,51,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"24991",7,7,1,0,12,1,1,0,1,1,2,1,51,2,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,0
"24992",2,7,3,0,42,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,2,0
"24993",3,5,6,0,12,2,2,0,1,1,10,1,51,2,2,2,2,2,2,2,2,1,2,3,2,1,1,2,1,2,0
"24994",1,6,4,0,42,1,1,0,4,1,10,1,51,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,0
"24995",2,6,2,0,1,2,2,0,1,1,10,1,51,1,2,2,1,2,1,1,2,2,2,3,2,2,1,2,2,2,0
"24996",2,5,3,0,12,2,2,0,1,1,10,1,51,2,2,1,1,2,1,2,2,2,2,3,2,1,2,2,2,2,0
"24997",2,6,3,0,12,2,3,0,1,1,10,1,51,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1
"24998",1,6,3,0,30,5,1,0,4,3,10,1,51,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"24999",2,7,6,0,9,1,1,0,1,1,10,1,51,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"25000",1,7,4,0,42,1,1,0,4,1,2,1,51,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1
"25001",2,7,4,0,35,1,1,0,4,2,10,1,51,1,2,2,1,1,2,1,2,1,2,3,2,2,2,2,2,2,1
"25002",2,7,2,0,12,1,1,0,1,1,10,1,51,1,2,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,0
"25003",1,7,6,0,8,1,1,0,1,3,10,1,51,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,1
"25004",1,6,4,0,34,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,0
"25005",3,6,2,0,42,1,1,0,3,5,2,2,51,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1
"25006",4,6,2,0,12,2,3,0,1,1,10,1,51,1,2,2,1,2,2,1,2,2,2,3,2,1,2,2,2,2,0
"25007",2,7,4,0,12,8,1,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"25008",3,7,3,0,12,2,2,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1
"25009",1,6,2,0,8,1,1,0,1,1,10,1,51,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"25010",2,7,2,0,35,1,1,0,3,1,10,1,51,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,0
"25011",1,7,4,0,53,1,1,0,4,2,10,1,51,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1
"25012",1,5,6,0,30,1,1,0,4,1,10,1,51,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1
"25013",7,6,2,0,12,2,3,0,1,1,10,2,51,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1
"25014",2,7,3,0,35,1,1,0,4,1,10,1,51,1,2,2,2,1,2,2,2,1,2,3,2,1,2,2,2,2,1
"25015",6,7,4,0,12,2,3,0,1,1,10,1,51,2,2,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,0
"25016",2,7,3,0,12,1,1,0,1,1,10,1,51,2,2,1,1,2,2,1,2,1,2,3,2,2,2,2,2,2,0
"25017",2,7,2,0,12,2,2,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"25018",1,7,4,0,1,1,1,0,4,1,10,1,51,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"25019",2,7,3,0,12,3,3,0,1,1,10,1,51,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,0
"25020",3,7,1,0,42,5,1,0,4,2,10,1,51,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0
"25021",2,5,2,0,8,1,1,0,1,1,10,1,51,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"25022",4,7,2,0,12,2,2,0,1,2,10,1,51,2,2,2,1,2,2,2,2,2,2,3,1,2,1,2,2,2,1
"25023",2,7,3,0,12,1,1,0,1,1,10,1,51,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"25024",3,7,4,0,35,1,1,0,4,1,10,1,51,1,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"25025",1,7,4,0,35,3,3,0,4,1,10,1,51,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"25026",1,4,6,0,33,1,1,0,4,3,10,1,51,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,0
"25027",1,7,3,0,42,1,1,0,4,1,10,1,51,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"25028",1,7,4,0,38,1,1,0,5,1,10,1,51,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"25029",5,7,3,0,12,3,3,0,1,1,10,2,51,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"25030",2,7,2,0,12,1,1,0,1,1,2,1,51,2,2,1,1,2,1,2,2,2,2,3,2,1,2,2,2,2,0
"25031",3,7,3,0,12,1,1,0,1,2,10,1,51,1,2,2,2,3,1,2,2,2,2,3,1,2,2,2,2,2,1
"25032",1,7,4,0,42,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,0
"25033",5,7,1,0,24,1,1,0,3,1,10,1,51,1,1,1,2,1,2,2,2,1,2,3,2,2,2,2,1,1,0
"25034",5,7,2,0,12,2,2,0,1,2,10,1,51,1,2,2,1,3,2,2,2,2,2,1,1,2,2,2,2,2,1
"25035",1,7,4,0,42,1,1,0,4,2,10,1,51,1,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"25036",1,7,2,0,1,1,1,0,4,2,10,1,51,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"25037",4,7,3,0,12,2,2,0,1,1,10,1,51,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"25038",1,7,4,0,1,3,3,0,4,1,10,1,51,1,2,1,1,1,2,2,2,1,2,3,2,1,2,2,2,2,0
